0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976
0.38749,0.38749,0.40804,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976
0.39596,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.43434,0.44223,0.44223,0.44223,0.44223,0.44223,0.44223
0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976
0.40179,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127
0.40976,0.40976,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127
0.40976,0.40976,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248,0.41248
0.38503,0.39916,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127
0.40327,0.40976,0.40976,0.40976,0.40976,0.40976,0.40976,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127
0.39275,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127,0.42127
